id,Weekly_Sales
1,1569508.1
2,1522122.1
3,1435918.1
4,1455321.0
5,1848653.9
6,1835392.6
7,1741640.2
8,1961344.9
9,415210.56
10,383212.3
11,378336.56
12,392129.78
13,2255424.0
14,2129448.2
15,2217758.8
16,2186678.2
17,324757.44
18,290205.8
19,290718.28
20,308604.53
21,1510322.9
22,1447223.0
23,1350422.2
24,1438416.8
25,539323.9
26,504219.4
27,531624.1
28,601948.06
29,848293.25
30,810564.8
31,814948.0
32,848832.25
33,536711.7
34,494882.06
35,492297.78
36,536564.3
37,1804999.9
38,1670294.8
39,1649326.0
40,1811326.8
41,1343095.0
42,1256541.9
43,1328194.5
44,1309871.9
45,989234.3
46,892455.1
47,880586.8
48,989591.0
49,2135822.2
50,1998945.9
51,1993786.4
52,1919482.1
53,1780254.1
54,1586893.2
55,1566769.9
56,1743302.0
57,575568.9
58,545140.8
59,544308.6
60,599453.2
61,507431.2
62,484894.25
63,492673.53
64,543994.1
65,967522.06
66,931363.25
67,886305.0
68,1023160.1
69,1002923.6
70,933062.2
71,948670.94
72,1036949.0
73,1437936.6
74,1344670.1
75,1298563.2
76,1404555.9
77,2185435.8
78,2042787.1
79,1903870.9
80,2037874.0
81,697775.5
82,663370.44
83,700860.0
84,806065.25
85,999810.4
86,930182.7
87,942084.0
88,1022149.7
89,1348392.9
90,1241749.9
91,1270169.6
92,1431422.6
93,1355049.8
94,1299063.8
95,1200963.2
96,1347038.1
97,680258.9
98,635939.1
99,637861.56
100,692725.1
101,997806.25
102,1019735.06
103,929873.1
104,969601.3
105,1666496.8
106,1626751.6
107,1620557.9
108,1647419.2
109,1533143.2
110,1294434.9
111,1053501.6
112,1154621.2
113,499777.2
114,484839.22
115,489033.47
116,536312.1
117,415944.16
118,402542.56
119,403253.38
120,416217.16
121,1467380.2
122,1376682.8
123,1391372.0
124,1402508.0
125,1134266.8
126,1094613.0
127,1123212.8
128,1363800.8
129,228578.8
130,246329.1
131,234375.95
132,240058.1
133,926938.06
134,978620.75
135,896986.0
136,943194.25
137,805750.94
138,902974.25
139,762215.8
140,874320.9
141,325044.66
142,319267.9
143,319835.06
144,312451.1
145,512318.97
146,492938.12
147,493366.56
148,497535.4
149,454323.28
150,425483.28
151,407296.94
152,427528.0
153,1619022.5
154,1471946.5
155,1525965.0
156,1620205.6
157,943401.1
158,935571.4
159,872392.7
160,913269.8
161,1327172.8
162,1246644.5
163,1287991.0
164,1448109.4
165,565058.94
166,590715.25
167,524979.75
168,537194.06
169,637487.56
170,631485.7
171,631983.9
172,616538.5
173,319940.3
174,314693.94
175,310686.4
176,339338.88
177,744364.56
178,707599.56
179,710406.94
180,777436.0
