id,Weekly_Sales
1,1658553.4
2,1428819.0
3,1359716.5
4,1524376.6
5,1833496.2
6,1763131.6
7,1764391.5
8,1846428.5
9,431423.1
10,388116.5
11,393198.53
12,401784.7
13,2180079.8
14,2032635.2
15,2136303.0
16,2088115.6
17,365574.1
18,308871.6
19,310895.66
20,348136.28
21,1551533.5
22,1340719.8
23,1311845.9
24,1476009.0
25,622350.9
26,592712.4
27,572005.44
28,655468.1
29,942856.06
30,790126.3
31,851610.1
32,893460.9
33,578620.06
34,515550.38
35,518201.84
36,547518.75
37,1800487.0
38,1719077.4
39,1747691.6
40,1806561.9
41,1397351.9
42,1294836.1
43,1307463.1
44,1347161.5
45,975834.2
46,875337.06
47,877395.56
48,1037173.5
49,2045050.2
50,1820375.0
51,1887650.1
52,2166413.2
53,1802691.2
54,1580335.8
55,1644778.8
56,1711439.8
57,544062.06
58,542692.5
59,483548.12
60,612506.5
61,521341.06
62,510990.28
63,497788.84
64,519864.03
65,969257.4
66,828520.9
67,811184.25
68,931899.94
69,1063587.5
70,1064352.5
71,957368.8
72,999999.2
73,1351927.4
74,1314577.2
75,1206862.4
76,1287823.9
77,2086664.4
78,2020463.4
79,1948770.8
80,1911287.8
81,698641.8
82,688328.06
83,659393.6
84,721999.7
85,1003741.75
86,918606.06
87,956911.5
88,978256.8
89,1373086.1
90,1289056.4
91,1189418.0
92,1324002.2
93,1352817.2
94,1284019.8
95,1262242.0
96,1358536.9
97,701895.44
98,697065.2
99,658917.75
100,726618.06
101,1023060.56
102,961561.4
103,897497.7
104,943212.25
105,1665317.9
106,1628788.4
107,1602431.1
108,1707589.0
109,1374282.2
110,1182862.8
111,1118517.9
112,1114931.0
113,510703.8
114,521175.53
115,474621.2
116,538744.5
117,489300.78
118,432015.56
119,429866.12
120,449184.88
121,1431302.5
122,1374727.9
123,1357991.6
124,1394862.1
125,1211479.6
126,1142879.5
127,1123272.8
128,1176786.9
129,255437.27
130,272129.0
131,242003.9
132,247470.86
133,962357.7
134,972827.3
135,865564.9
136,898166.44
137,822392.4
138,809780.56
139,746985.75
140,795094.8
141,309791.4
142,313176.3
143,311358.53
144,295716.62
145,529006.9
146,534969.6
147,517272.12
148,524751.0
149,477091.28
150,408950.34
151,414282.25
152,417306.6
153,1578115.9
154,1513268.4
155,1548998.0
156,1490914.6
157,995213.7
158,942825.5
159,849780.7
160,951021.6
161,1352443.1
162,1308322.5
163,1260578.4
164,1269073.8
165,618407.56
166,604664.3
167,538226.4
168,568399.6
169,657286.56
170,631251.44
171,609575.94
172,607797.3
173,345433.3
174,330091.6
175,323772.8
176,337341.56
177,734565.1
178,685854.5
179,689487.7
180,745760.75
