id,Weekly_Sales
1,1697083.5
2,1462585.2
3,1417251.0
4,1500518.6
5,1834405.8
6,1784519.0
7,1790406.9
8,1798494.5
9,444927.8
10,404980.75
11,411821.06
12,408386.78
13,2178843.0
14,2092417.4
15,2150704.5
16,2076573.8
17,361431.16
18,306244.72
19,316000.94
20,343808.75
21,1530277.2
22,1359869.5
23,1321137.8
24,1448429.8
25,563334.44
26,588117.75
27,577466.8
28,625625.0
29,969687.3
30,808053.3
31,861901.0
32,886879.94
33,600307.9
34,525553.8
35,523620.2
36,541791.1
37,1798088.1
38,1693379.6
39,1734363.9
40,1788287.4
41,1406932.9
42,1297648.5
43,1303622.1
44,1317139.8
45,974261.75
46,883487.2
47,870458.8
48,1017043.8
49,2007958.4
50,1811779.4
51,1900081.6
52,2164589.8
53,1780537.6
54,1568285.8
55,1594409.9
56,1684885.5
57,557599.25
58,553229.94
59,492045.72
60,588250.1
61,525349.9
62,504674.5
63,508531.38
64,515029.0
65,1007915.3
66,855409.75
67,824263.5
68,932856.7
69,1050591.0
70,1027321.4
71,933728.94
72,973314.5
73,1361157.9
74,1317603.4
75,1206541.2
76,1265672.6
77,2089029.9
78,2063971.4
79,1958348.8
80,1906892.8
81,695370.75
82,682328.25
83,637619.5
84,687287.75
85,991724.25
86,916081.25
87,950789.44
88,971745.25
89,1376467.5
90,1309337.4
91,1158325.9
92,1322683.4
93,1368121.8
94,1273395.8
95,1236718.9
96,1331024.8
97,699373.06
98,691182.94
99,661642.44
100,703094.0
101,1009976.4
102,984993.4
103,885280.3
104,941653.75
105,1701874.5
106,1596840.0
107,1578559.9
108,1666662.0
109,1377470.8
110,1171615.6
111,1086198.2
112,1081356.0
113,521797.2
114,532051.7
115,485344.4
116,561249.56
117,496255.0
118,431296.78
119,437095.94
120,439729.97
121,1434995.5
122,1379937.4
123,1350178.9
124,1370579.5
125,1185444.4
126,1126995.0
127,1117431.5
128,1164931.9
129,257648.97
130,275864.03
131,246411.8
132,254072.11
133,985779.94
134,987665.7
135,857601.3
136,870226.44
137,833547.1
138,811467.44
139,777102.44
140,825926.1
141,311086.38
142,319828.34
143,311934.53
144,293335.03
145,526971.6
146,545550.1
147,513476.28
148,500101.38
149,490841.7
150,438795.8
151,427459.5
152,428089.0
153,1544926.1
154,1552242.5
155,1578061.6
156,1464990.5
157,990353.8
158,959353.0
159,854001.25
160,953304.44
161,1340177.8
162,1305685.0
163,1270691.8
164,1268554.6
165,628082.6
166,610631.4
167,538568.8
168,548379.94
169,668922.8
170,652124.25
171,625035.8
172,613187.94
173,346467.28
174,337666.3
175,326177.47
176,347352.94
177,734042.7
178,690227.8
179,690978.0
180,771644.94
