id,Weekly_Sales
1,1589219.5
2,1505046.0
3,1490351.6
4,1558873.6
5,1855767.1
6,1797683.4
7,1746776.8
8,2062379.6
9,410059.84
10,385826.56
11,381764.2
12,411835.97
13,2263329.8
14,2081131.6
15,2146849.8
16,2245628.5
17,320374.78
18,292256.94
19,295839.62
20,324290.4
21,1495328.9
22,1402850.4
23,1394439.1
24,1497061.1
25,550259.06
26,543952.6
27,557476.44
28,618949.25
29,909870.7
30,877434.0
31,872654.8
32,949177.75
33,551591.5
34,519517.6
35,519002.6
36,566782.75
37,1787288.2
38,1735459.1
39,1738245.1
40,1931865.4
41,1353636.8
42,1284480.2
43,1333830.5
44,1380478.4
45,979345.25
46,946718.75
47,921265.2
48,1030030.0
49,2170050.5
50,2001692.9
51,2002504.4
52,1920787.8
53,1785877.5
54,1676363.6
55,1705221.1
56,1823539.1
57,584296.1
58,576999.44
59,566394.25
60,633121.6
61,513253.53
62,509436.66
63,502680.6
64,570031.94
65,1084297.0
66,1036247.06
67,945801.0
68,1019443.4
69,948653.75
70,923361.25
71,918303.9
72,1027140.1
73,1416240.4
74,1373268.2
75,1346895.6
76,1485286.1
77,2152339.8
78,2060386.1
79,2012125.8
80,2175328.0
81,680528.1
82,683121.94
83,675895.2
84,959293.56
85,996519.56
86,970561.6
87,966647.75
88,1107962.9
89,1395492.8
90,1340076.8
91,1324190.4
92,1526606.9
93,1348296.4
94,1238881.5
95,1182024.9
96,1384985.6
97,699332.4
98,668894.75
99,679219.7
100,773355.56
101,1044752.0
102,1023804.3
103,975993.4
104,1092534.5
105,1718721.6
106,1676988.8
107,1686938.6
108,1767407.8
109,1515371.1
110,1273610.8
111,1143964.5
112,1253586.6
113,522663.28
114,508011.75
115,507059.2
116,608731.8
117,431458.47
118,415418.9
119,414006.16
120,443446.88
121,1484784.9
122,1351360.1
123,1385333.0
124,1388383.0
125,1172025.8
126,1163760.4
127,1167355.1
128,1396950.9
129,256583.8
130,275387.22
131,250501.66
132,266812.34
133,957017.3
134,952399.4
135,932699.2
136,1030616.6
137,825923.8
138,843922.25
139,803375.4
140,930471.94
141,323686.66
142,316080.5
143,316905.12
144,329780.4
145,531211.6
146,511401.75
147,509662.6
148,549788.56
149,471858.66
150,431721.47
151,414463.25
152,455160.72
153,1625458.4
154,1444819.4
155,1474541.6
156,1605602.1
157,1016011.4
158,959260.6
159,931222.06
160,1041316.25
161,1325247.8
162,1305452.2
163,1289228.5
164,1655874.5
165,595739.6
166,613229.5
167,541154.44
168,571376.8
169,645648.9
170,629892.4
171,625845.2
172,634694.6
173,335365.6
174,331667.16
175,325088.7
176,356343.84
177,776634.94
178,737047.06
179,744051.56
180,819619.1
