id,Weekly_Sales
1,1682602.1
2,1545145.8
3,1435240.5
4,1473107.9
5,1914053.0
6,1814738.1
7,1766011.0
8,1747901.6
9,419770.94
10,398704.75
11,427460.72
12,393666.78
13,2245641.5
14,2119508.5
15,2223271.0
16,2193589.8
17,325719.6
18,315489.03
19,289488.78
20,299531.66
21,1592668.2
22,1433883.2
23,1402022.5
24,1423334.0
25,536005.3
26,502639.38
27,554717.6
28,601832.7
29,889220.8
30,869168.94
31,886620.3
32,901923.44
33,534895.2
34,490241.47
35,492931.06
36,523498.38
37,1831084.9
38,1705915.8
39,1726212.2
40,1800790.9
41,1410170.1
42,1271022.6
43,1315654.6
44,1294933.6
45,1042375.44
46,958041.94
47,885047.3
48,1003383.75
49,2106987.0
50,1986115.6
51,1944484.2
52,2070767.5
53,1816946.1
54,1625970.0
55,1565557.1
56,1717743.4
57,577087.5
58,544148.25
59,546323.3
60,583896.1
61,533635.6
62,505492.9
63,494158.6
64,523135.03
65,993283.2
66,965968.56
67,881816.3
68,940539.06
69,1083994.1
70,1004891.06
71,948232.25
72,1017034.1
73,1461718.0
74,1347415.9
75,1333052.2
76,1408702.4
77,2179173.5
78,2049566.2
79,1944488.0
80,2039548.0
81,730132.2
82,680711.2
83,703603.1
84,692482.06
85,1029376.0
86,989926.06
87,959135.3
88,1039072.4
89,1322579.9
90,1309304.9
91,1256407.6
92,1415991.9
93,1356975.4
94,1265257.5
95,1237000.8
96,1333507.4
97,684107.0
98,673983.44
99,688170.56
100,715909.8
101,1082087.4
102,1042950.2
103,923584.94
104,999404.25
105,1709239.4
106,1594742.9
107,1622546.6
108,1736972.5
109,1467364.8
110,1269129.5
111,1102588.1
112,1152613.5
113,508719.56
114,479504.72
115,480960.66
116,563570.9
117,413151.47
118,415412.97
119,402021.94
120,411078.66
121,1466029.0
122,1360545.2
123,1362646.2
124,1331358.6
125,1226034.9
126,1156011.8
127,1088873.1
128,1214647.1
129,236245.73
130,258087.22
131,237421.12
132,238148.38
133,1016071.44
134,993011.4
135,954796.6
136,945672.0
137,829921.4
138,788405.6
139,788212.44
140,855507.6
141,304862.3
142,303825.84
143,310241.7
144,296833.84
145,501166.56
146,489528.56
147,486562.78
148,492498.28
149,472313.84
150,433385.56
151,409001.8
152,427340.1
153,1621290.6
154,1513980.1
155,1490516.5
156,1547002.0
157,994701.3
158,933300.7
159,914055.75
160,950916.44
161,1413020.1
162,1309745.8
163,1302134.9
164,1303592.2
165,561815.06
166,583104.3
167,519722.75
168,528616.56
169,680998.8
170,622663.75
171,622605.56
172,595980.0
173,332816.06
174,325074.12
175,319411.66
176,334864.8
177,759268.8
178,720047.56
179,706921.0
180,764213.06
