id,Weekly_Sales
1,1294307.9
2,1258775.4
3,1160770.0
4,1239008.1
5,1471294.2
6,1447758.9
7,1397889.4
8,1422491.6
9,362328.7
10,330775.66
11,298386.56
12,315476.03
13,1793613.2
14,1734777.6
15,1751103.6
16,1698717.6
17,260064.75
18,240617.11
19,255070.62
20,254511.75
21,1234746.4
22,1197844.2
23,1099349.4
24,1139926.5
25,434737.75
26,429380.4
27,442598.3
28,464568.66
29,726969.0
30,729054.7
31,701581.2
32,707284.0
33,441840.47
34,448435.6
35,442826.72
36,458121.8
37,1366905.2
38,1386676.2
39,1384309.8
40,1442734.9
41,1105769.6
42,1059949.5
43,999675.2
44,1010967.3
45,757778.2
46,767619.3
47,720626.9
48,793079.1
49,1684132.2
50,1564144.1
51,1549222.9
52,1617658.4
53,1529686.5
54,1340771.2
55,1390764.6
56,1467451.9
57,476113.8
58,461732.5
59,452051.47
60,488000.8
61,402075.47
62,376672.78
63,387111.97
64,402055.53
65,758083.94
66,733312.44
67,734126.94
68,764307.3
69,819327.8
70,795488.7
71,797805.1
72,837811.1
73,1182803.2
74,1122931.4
75,1093345.8
76,1128710.9
77,1675371.4
78,1685957.9
79,1573329.9
80,1593663.8
81,542353.3
82,553773.9
83,570775.25
84,565659.25
85,804103.8
86,814921.9
87,778039.25
88,772398.4
89,1079967.0
90,1085610.4
91,1045706.2
92,1094391.0
93,1051980.9
94,1029864.2
95,1014053.3
96,1015536.0
97,561023.94
98,541769.7
99,522477.6
100,603310.4
101,804625.44
102,832131.94
103,749758.0
104,792096.44
105,1394710.8
106,1364390.4
107,1293899.4
108,1386932.9
109,1086998.5
110,982432.5
111,879726.7
112,893309.44
113,423823.47
114,408610.97
115,400938.6
116,440131.3
117,389141.84
118,309961.84
119,326319.88
120,376024.22
121,1085120.8
122,1108939.9
123,1086850.4
124,1061730.1
125,985990.8
126,962460.7
127,907909.44
128,948398.94
129,226286.4
130,217190.58
131,196875.61
132,217180.42
133,761260.75
134,788382.56
135,740934.0
136,748581.3
137,676654.5
138,675132.0
139,626609.25
140,645569.7
141,281470.78
142,246856.33
143,232854.05
144,269063.75
145,470090.56
146,400958.1
147,426004.0
148,389938.34
149,401349.47
150,404376.6
151,378723.75
152,369709.38
153,1207624.8
154,1185980.6
155,1184097.9
156,1132619.6
157,795952.3
158,795187.56
159,738775.7
160,758161.25
161,1020320.94
162,1027555.8
163,1028552.94
164,1187619.4
165,470317.9
166,490174.84
167,435689.06
168,427610.16
169,535651.94
170,535366.44
171,504201.84
172,499601.06
173,287181.38
174,272825.62
175,269956.9
176,268351.1
177,610522.7
178,594973.94
179,581124.3
180,606782.8
